,batter,pitcher,release_speed,launch_angle,launch_speed
3025,17,14,95.1,,
3026,17,14,85.6,,
3027,17,14,97.0,53.0,79.6
3028,17,14,86.3,,
3029,17,14,84.8,,
3030,17,14,85.9,,
3031,17,14,85.3,-13.0,89.8
3034,17,14,95.4,,
3036,17,14,85.9,6.0,96.6
3037,17,14,86.0,,
3038,17,14,95.5,15.0,102.7
3039,17,14,95.0,,
3041,17,14,85.8,-2.0,98.2
3042,17,14,85.3,,
3043,17,14,89.0,,
3044,17,14,95.1,19.0,105.9
3045,17,14,85.2,,
3047,17,14,95.7,14.0,78.7
3049,17,14,85.5,,
3050,17,14,86.1,-46.0,70.4
3051,17,14,96.2,49.0,78.2
3054,17,14,97.0,22.0,77.0
3055,17,14,85.2,12.0,81.9
3057,17,14,85.7,,
3059,17,14,96.3,8.0,80.7
3061,17,14,96.2,,
3062,17,14,86.1,-59.0,29.5
3065,17,14,85.0,,
3067,17,14,97.4,14.0,109.3
3069,17,14,86.1,,
3074,17,14,86.6,,
3075,17,14,96.0,,
3077,17,14,86.9,,
3078,17,14,87.1,,
3081,17,9,73.7,,
3082,17,9,89.6,54.0,73.4
3083,17,9,89.3,39.0,71.1
3084,17,9,73.3,-27.0,78.2
3085,17,9,83.6,,
3086,17,9,82.8,-6.0,84.7
3087,17,9,82.9,,
3088,17,9,72.9,,
3089,17,9,88.2,30.0,89.3
3090,17,9,71.4,,
3091,17,9,86.5,36.0,102.3
3092,17,9,82.8,-11.0,96.4
3093,17,9,89.9,,
3094,17,9,80.9,,
3095,17,9,89.6,,
3096,17,9,73.3,,
3097,17,9,88.8,60.0,77.1
3098,17,9,83.2,,
3099,17,9,88.3,,
3100,17,9,72.4,,
3101,17,9,82.0,6.0,96.1
3102,17,9,89.7,43.0,88.0
3104,17,9,88.8,,
3105,17,9,82.6,,
3106,17,9,72.5,16.0,106.5
3107,17,9,88.9,,
3108,17,9,71.9,9.0,88.6
3109,17,9,83.4,12.0,95.2
3110,17,9,88.6,,
3111,17,9,82.3,,
3112,17,9,70.9,,
